"Campaign Id","Campaign name","Campaign UTM","Campaign status","Campaign start date","Campaign end date","Campaign notes","Campaign owner","Campaign audience","Campaign budget total","Campaign spend total","Number of External Website Pages","Number of Podcast episodes","Number of Sales Emails","Number of Videos","Number of Sequences","Number of CTAs (Legacy)","Number of Website pages","Currency code","Number of Lists","Number of Marketing Events","Number of Case studies","Created on","Number of Landing pages","Number of SMS","Number of Documents","Number of Tickets","Number of Social Posts","Number of External Social Posts","Number of Emails","Number of CTAs","Number of Blog posts","Number of Knowledge Articles","Number of Workflows","Number of Files","Number of Meetings","Number of Forms","Number of Feedback Surveys","Number of Ad Campaigns","Campaign color","Number of Playbooks","Number of Calls"
"f8f6c56b-172c-43c0-9395-6d76a9b6a4cb","Onboarding & welcome","110339791-Onboarding%20%26%20welcome","","","","Note","Martha n/a","Linkin","","","0","0","0","0","0","0","0","","","0","0","1754127693619","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","#00bda5","0","0"
